,week_ending,Case_Rate_Location,Case_Count,dayofyear,year,CasesByModZCTA_ID
1636,2021-08-07,10022,184.49,219,2021,2240
1637,2021-08-14,10022,135.94,226,2021,2247
1638,2021-08-21,10022,135.94,233,2021,2254
1639,2021-08-28,10022,148.89,240,2021,2261
1640,2021-09-04,10022,148.89,247,2021,2268
1641,2021-09-11,10022,110.05,254,2021,2275
1642,2021-09-18,10022,100.34,261,2021,2282
1643,2021-09-25,10022,71.21,268,2021,2289
1644,2021-10-02,10022,103.57,275,2021,2296
1645,2021-10-09,10022,77.68,282,2021,2303
1646,2021-10-16,10022,80.92,289,2021,2310
1647,2021-10-23,10022,71.21,296,2021,2317
1648,2021-10-30,10022,103.57,303,2021,2324
1649,2021-11-06,10022,74.44,310,2021,2331
1650,2020-08-08,10023,14.57,221,2020,2241
1651,2020-08-15,10023,14.57,228,2020,2248
1652,2020-08-22,10023,11.33,235,2020,2255
1653,2020-08-29,10023,1.62,242,2020,2262
1654,2020-09-05,10023,9.71,249,2020,2269
1655,2020-09-12,10023,8.09,256,2020,2276
1656,2020-09-19,10023,37.23,263,2020,2283
1657,2020-09-26,10023,45.32,270,2020,2290
1658,2020-10-03,10023,32.37,277,2020,2297
1659,2020-10-10,10023,21.04,284,2020,2304
1660,2020-10-17,10023,29.13,291,2020,2311
1661,2020-10-24,10023,35.61,298,2020,2318
1662,2020-10-31,10023,48.56,305,2020,2325
1663,2020-11-07,10023,53.41,312,2020,2332
1664,2020-11-14,10023,116.54,319,2020,2339
1665,2020-11-21,10023,114.92,326,2020,2346
1666,2020-11-28,10023,160.24,333,2020,2353
1667,2020-12-05,10023,129.49,340,2020,2360
1668,2020-12-12,10023,195.85,347,2020,2367
1669,2020-12-19,10023,157.0,354,2020,2374
1670,2020-12-26,10023,118.16,361,2020,2381
1671,2021-01-02,10023,181.28,2,2021,2023
1672,2021-01-09,10023,326.95,9,2021,2030
1673,2021-01-16,10023,220.13,16,2021,2037
1674,2021-01-23,10023,236.31,23,2021,2044
1675,2021-01-30,10023,216.89,30,2021,2051
1676,2021-02-06,10023,250.88,37,2021,2058
1677,2021-02-13,10023,181.28,44,2021,2065
1678,2021-02-20,10023,178.04,51,2021,2072
1679,2021-02-27,10023,176.43,58,2021,2079
1680,2021-03-06,10023,166.71,65,2021,2086
1681,2021-03-13,10023,195.85,72,2021,2093
1682,2021-03-20,10023,168.33,79,2021,2100
1683,2021-03-27,10023,182.9,86,2021,2107
1684,2021-04-03,10023,131.11,93,2021,2114
1685,2021-04-10,10023,113.3,100,2021,2121
1686,2021-04-17,10023,67.98,107,2021,2128
1687,2021-04-24,10023,48.56,114,2021,2135
1688,2021-05-01,10023,35.61,121,2021,2142
1689,2021-05-08,10023,22.66,128,2021,2149
1690,2021-05-15,10023,22.66,135,2021,2156
1691,2021-05-22,10023,12.95,142,2021,2163
1692,2021-05-29,10023,8.09,149,2021,2170
1693,2021-06-05,10023,12.95,156,2021,2177
1694,2021-06-12,10023,8.09,163,2021,2184
1695,2021-06-19,10023,14.57,170,2021,2191
1696,2021-06-26,10023,16.19,177,2021,2198
1697,2021-07-03,10023,11.33,184,2021,2205
1698,2021-07-10,10023,27.52,191,2021,2212
1699,2021-07-17,10023,48.56,198,2021,2219
1700,2021-07-24,10023,72.84,205,2021,2226
1701,2021-07-31,10023,105.21,212,2021,2233
1702,2021-08-07,10023,131.11,219,2021,2240
1703,2021-08-14,10023,116.54,226,2021,2247
1704,2021-08-21,10023,118.16,233,2021,2254
1705,2021-08-28,10023,134.34,240,2021,2261
1706,2021-09-04,10023,98.73,247,2021,2268
1707,2021-09-11,10023,100.35,254,2021,2275
1708,2021-09-18,10023,103.59,261,2021,2282
1709,2021-09-25,10023,84.17,268,2021,2289
1710,2021-10-02,10023,59.89,275,2021,2296
1711,2021-10-09,10023,80.93,282,2021,2303
1712,2021-10-16,10023,79.31,289,2021,2310
1713,2021-10-23,10023,74.45,296,2021,2317
1714,2021-10-30,10023,48.56,303,2021,2324
1715,2021-11-06,10023,74.45,310,2021,2331
1716,2020-08-08,10024,6.85,221,2020,2241
1717,2020-08-15,10024,23.97,228,2020,2248
1718,2020-08-22,10024,8.56,235,2020,2255
1719,2020-08-29,10024,5.14,242,2020,2262
1720,2020-09-05,10024,10.27,249,2020,2269
1721,2020-09-12,10024,10.27,256,2020,2276
1722,2020-09-19,10024,29.1,263,2020,2283
1723,2020-09-26,10024,30.82,270,2020,2290
1724,2020-10-03,10024,29.1,277,2020,2297
1725,2020-10-10,10024,15.41,284,2020,2304
1726,2020-10-17,10024,23.97,291,2020,2311
1727,2020-10-24,10024,34.24,298,2020,2318
1728,2020-10-31,10024,37.66,305,2020,2325
1729,2020-11-07,10024,87.31,312,2020,2332
1730,2020-11-14,10024,128.4,319,2020,2339
1731,2020-11-21,10024,145.52,326,2020,2346
1732,2020-11-28,10024,124.97,333,2020,2353
1733,2020-12-05,10024,118.13,340,2020,2360
1734,2020-12-12,10024,143.81,347,2020,2367
1735,2020-12-19,10024,195.17,354,2020,2374
1736,2020-12-26,10024,179.76,361,2020,2381
1737,2021-01-02,10024,191.74,2,2021,2023
1738,2021-01-09,10024,249.95,9,2021,2030
1739,2021-01-16,10024,234.54,16,2021,2037
1740,2021-01-23,10024,234.54,23,2021,2044
1741,2021-01-30,10024,217.42,30,2021,2051
1742,2021-02-06,10024,222.56,37,2021,2058
1743,2021-02-13,10024,193.45,44,2021,2065
1744,2021-02-20,10024,157.5,51,2021,2072
1745,2021-02-27,10024,157.5,58,2021,2079
1746,2021-03-06,10024,155.79,65,2021,2086
1747,2021-03-13,10024,186.61,72,2021,2093
1748,2021-03-20,10024,217.42,79,2021,2100
1749,2021-03-27,10024,166.06,86,2021,2107
1750,2021-04-03,10024,123.26,93,2021,2114
1751,2021-04-10,10024,142.09,100,2021,2121
1752,2021-04-17,10024,90.73,107,2021,2128
1753,2021-04-24,10024,42.8,114,2021,2135
1754,2021-05-01,10024,37.66,121,2021,2142
1755,2021-05-08,10024,22.26,128,2021,2149
1756,2021-05-15,10024,8.56,135,2021,2156
1757,2021-05-22,10024,13.7,142,2021,2163
1758,2021-05-29,10024,6.85,149,2021,2170
1759,2021-06-05,10024,5.14,156,2021,2177
1760,2021-06-12,10024,13.7,163,2021,2184
1761,2021-06-19,10024,10.27,170,2021,2191
1762,2021-06-26,10024,10.27,177,2021,2198
1763,2021-07-03,10024,15.41,184,2021,2205
1764,2021-07-10,10024,18.83,191,2021,2212
1765,2021-07-17,10024,35.95,198,2021,2219
1766,2021-07-24,10024,90.73,205,2021,2226
1767,2021-07-31,10024,61.63,212,2021,2233
1768,2021-08-07,10024,77.04,219,2021,2240
1769,2021-08-14,10024,89.02,226,2021,2247
1770,2021-08-21,10024,118.13,233,2021,2254
1771,2021-08-28,10024,101.01,240,2021,2261
1772,2021-09-04,10024,135.25,247,2021,2268
1773,2021-09-11,10024,116.41,254,2021,2275
1774,2021-09-18,10024,118.13,261,2021,2282
1775,2021-09-25,10024,118.13,268,2021,2289
1776,2021-10-02,10024,70.19,275,2021,2296
1777,2021-10-09,10024,85.6,282,2021,2303
1778,2021-10-16,10024,68.48,289,2021,2310
1779,2021-10-23,10024,39.38,296,2021,2317
1780,2021-10-30,10024,54.78,303,2021,2324
1781,2021-11-06,10024,82.17,310,2021,2331
1782,2020-08-08,10025,6.55,221,2020,2241
1783,2020-08-15,10025,14.19,228,2020,2248
1784,2020-08-22,10025,13.1,235,2020,2255
1785,2020-08-29,10025,17.46,242,2020,2262
1786,2020-09-05,10025,14.19,249,2020,2269
1787,2020-09-12,10025,32.74,256,2020,2276
1788,2020-09-19,10025,20.74,263,2020,2283
1789,2020-09-26,10025,31.65,270,2020,2290
1790,2020-10-03,10025,32.74,277,2020,2297
1791,2020-10-10,10025,21.83,284,2020,2304
1792,2020-10-17,10025,33.84,291,2020,2311
1793,2020-10-24,10025,39.29,298,2020,2318
1794,2020-10-31,10025,52.39,305,2020,2325
1795,2020-11-07,10025,78.59,312,2020,2332
1796,2020-11-14,10025,122.24,319,2020,2339
1797,2020-11-21,10025,142.98,326,2020,2346
1798,2020-11-28,10025,161.54,333,2020,2353
1799,2020-12-05,10025,164.81,340,2020,2360
1800,2020-12-12,10025,203.01,347,2020,2367
1801,2020-12-19,10025,185.55,354,2020,2374
1802,2020-12-26,10025,163.72,361,2020,2381
1803,2021-01-02,10025,191.01,2,2021,2023
1804,2021-01-09,10025,265.23,9,2021,2030
1805,2021-01-16,10025,270.68,16,2021,2037
1806,2021-01-23,10025,311.07,23,2021,2044
1807,2021-01-30,10025,319.8,30,2021,2051
1808,2021-02-06,10025,243.4,37,2021,2058
1809,2021-02-13,10025,204.1,44,2021,2065
1810,2021-02-20,10025,235.76,51,2021,2072
1811,2021-02-27,10025,268.5,58,2021,2079
1812,2021-03-06,10025,200.83,65,2021,2086
1813,2021-03-13,10025,201.92,72,2021,2093
1814,2021-03-20,10025,195.37,79,2021,2100
1815,2021-03-27,10025,191.01,86,2021,2107
1816,2021-04-03,10025,180.09,93,2021,2114
1817,2021-04-10,10025,158.26,100,2021,2121
1818,2021-04-17,10025,97.14,107,2021,2128
1819,2021-04-24,10025,86.23,114,2021,2135
1820,2021-05-01,10025,62.21,121,2021,2142
1821,2021-05-08,10025,32.74,128,2021,2149
1822,2021-05-15,10025,27.29,135,2021,2156
1823,2021-05-22,10025,21.83,142,2021,2163
1824,2021-05-29,10025,10.91,149,2021,2170
1825,2021-06-05,10025,12.01,156,2021,2177
1826,2021-06-12,10025,14.19,163,2021,2184
1827,2021-06-19,10025,8.73,170,2021,2191
1828,2021-06-26,10025,14.19,177,2021,2198
1829,2021-07-03,10025,16.37,184,2021,2205
1830,2021-07-10,10025,19.65,191,2021,2212
1831,2021-07-17,10025,51.3,198,2021,2219
1832,2021-07-24,10025,77.49,205,2021,2226
1833,2021-07-31,10025,82.95,212,2021,2233
1834,2021-08-07,10025,106.96,219,2021,2240
1835,2021-08-14,10025,111.33,226,2021,2247
1836,2021-08-21,10025,97.14,233,2021,2254
1837,2021-08-28,10025,123.34,240,2021,2261
1838,2021-09-04,10025,113.51,247,2021,2268
1839,2021-09-11,10025,126.61,254,2021,2275
1840,2021-09-18,10025,145.16,261,2021,2282
1841,2021-09-25,10025,90.59,268,2021,2289
1842,2021-10-02,10025,92.77,275,2021,2296
1843,2021-10-09,10025,88.41,282,2021,2303
1844,2021-10-16,10025,58.94,289,2021,2310
1845,2021-10-23,10025,57.85,296,2021,2317
1846,2021-10-30,10025,37.11,303,2021,2324
1847,2021-11-06,10025,75.31,310,2021,2331
1848,2020-08-08,10026,7.76,221,2020,2241
1849,2020-08-15,10026,25.86,228,2020,2248
1850,2020-08-22,10026,41.38,235,2020,2255
1851,2020-08-29,10026,12.93,242,2020,2262
1852,2020-09-05,10026,28.45,249,2020,2269
1853,2020-09-12,10026,18.1,256,2020,2276
1854,2020-09-19,10026,20.69,263,2020,2283
1855,2020-09-26,10026,36.21,270,2020,2290
1856,2020-10-03,10026,33.62,277,2020,2297
1857,2020-10-10,10026,25.86,284,2020,2304
1858,2020-10-17,10026,36.21,291,2020,2311
1859,2020-10-24,10026,33.62,298,2020,2318
1860,2020-10-31,10026,43.97,305,2020,2325
1861,2020-11-07,10026,67.25,312,2020,2332
1862,2020-11-14,10026,106.04,319,2020,2339
1863,2020-11-21,10026,111.21,326,2020,2346
1864,2020-11-28,10026,170.7,333,2020,2353
1865,2020-12-05,10026,191.39,340,2020,2360
1866,2020-12-12,10026,188.8,347,2020,2367
1867,2020-12-19,10026,191.39,354,2020,2374
1868,2020-12-26,10026,253.46,361,2020,2381
1869,2021-01-02,10026,237.95,2,2021,2023
1870,2021-01-09,10026,382.78,9,2021,2030
1871,2021-01-16,10026,318.12,16,2021,2037
1872,2021-01-23,10026,310.36,23,2021,2044
1873,2021-01-30,10026,390.54,30,2021,2051
1874,2021-02-06,10026,354.33,37,2021,2058
1875,2021-02-13,10026,263.81,44,2021,2065
1876,2021-02-20,10026,237.95,51,2021,2072
1877,2021-02-27,10026,292.26,58,2021,2079
1878,2021-03-06,10026,305.19,65,2021,2086
1879,2021-03-13,10026,263.81,72,2021,2093
1880,2021-03-20,10026,212.08,79,2021,2100
1881,2021-03-27,10026,266.4,86,2021,2107
1882,2021-04-03,10026,219.84,93,2021,2114
1883,2021-04-10,10026,204.32,100,2021,2121
1884,2021-04-17,10026,129.32,107,2021,2128
1885,2021-04-24,10026,93.11,114,2021,2135
1886,2021-05-01,10026,43.97,121,2021,2142
1887,2021-05-08,10026,54.31,128,2021,2149
1888,2021-05-15,10026,38.8,135,2021,2156
1889,2021-05-22,10026,18.1,142,2021,2163
1890,2021-05-29,10026,36.21,149,2021,2170
1891,2021-06-05,10026,25.86,156,2021,2177
1892,2021-06-12,10026,25.86,163,2021,2184
1893,2021-06-19,10026,7.76,170,2021,2191
1894,2021-06-26,10026,7.76,177,2021,2198
1895,2021-07-03,10026,15.52,184,2021,2205
1896,2021-07-10,10026,31.04,191,2021,2212
1897,2021-07-17,10026,77.59,198,2021,2219
1898,2021-07-24,10026,100.87,205,2021,2226
1899,2021-07-31,10026,144.84,212,2021,2233
1900,2021-08-07,10026,142.25,219,2021,2240
1901,2021-08-14,10026,116.39,226,2021,2247
1902,2021-08-21,10026,175.87,233,2021,2254
1903,2021-08-28,10026,162.94,240,2021,2261
1904,2021-09-04,10026,160.35,247,2021,2268
1905,2021-09-11,10026,100.87,254,2021,2275
1906,2021-09-18,10026,150.01,261,2021,2282
1907,2021-09-25,10026,98.28,268,2021,2289
1908,2021-10-02,10026,75.0,275,2021,2296
1909,2021-10-09,10026,43.97,282,2021,2303
1910,2021-10-16,10026,82.76,289,2021,2310
1911,2021-10-23,10026,64.66,296,2021,2317
1912,2021-10-30,10026,85.35,303,2021,2324
1913,2021-11-06,10026,51.73,310,2021,2331
1914,2020-08-08,10027,15.77,221,2020,2241
1915,2020-08-15,10027,7.89,228,2020,2248
1916,2020-08-22,10027,20.51,235,2020,2255
1917,2020-08-29,10027,14.2,242,2020,2262
1918,2020-09-05,10027,22.08,249,2020,2269
1919,2020-09-12,10027,25.24,256,2020,2276
1920,2020-09-19,10027,22.08,263,2020,2283
1921,2020-09-26,10027,23.66,270,2020,2290
1922,2020-10-03,10027,17.35,277,2020,2297
1923,2020-10-10,10027,28.39,284,2020,2304
1924,2020-10-17,10027,36.28,291,2020,2311
1925,2020-10-24,10027,23.66,298,2020,2318
1926,2020-10-31,10027,42.59,305,2020,2325
1927,2020-11-07,10027,74.14,312,2020,2332
1928,2020-11-14,10027,127.77,319,2020,2339
1929,2020-11-21,10027,123.04,326,2020,2346
1930,2020-11-28,10027,157.74,333,2020,2353
1931,2020-12-05,10027,184.56,340,2020,2360
1932,2020-12-12,10027,167.21,347,2020,2367
1933,2020-12-19,10027,164.05,354,2020,2374
1934,2020-12-26,10027,153.01,361,2020,2381
1935,2021-01-02,10027,190.87,2,2021,2023
1936,2021-01-09,10027,403.82,9,2021,2030
1937,2021-01-16,10027,340.72,16,2021,2037
1938,2021-01-23,10027,413.28,23,2021,2044
1939,2021-01-30,10027,334.41,30,2021,2051
1940,2021-02-06,10027,290.25,37,2021,2058
1941,2021-02-13,10027,282.36,44,2021,2065
1942,2021-02-20,10027,212.95,51,2021,2072
1943,2021-02-27,10027,198.76,58,2021,2079
1944,2021-03-06,10027,212.95,65,2021,2086
1945,2021-03-13,10027,220.84,72,2021,2093
1946,2021-03-20,10027,235.04,79,2021,2100
1947,2021-03-27,10027,253.97,86,2021,2107
1948,2021-04-03,10027,252.39,93,2021,2114
1949,2021-04-10,10027,198.76,100,2021,2121
1950,2021-04-17,10027,160.9,107,2021,2128
1951,2021-04-24,10027,119.88,114,2021,2135
1952,2021-05-01,10027,96.22,121,2021,2142
1953,2021-05-08,10027,64.67,128,2021,2149
1954,2021-05-15,10027,53.63,135,2021,2156
1955,2021-05-22,10027,26.82,142,2021,2163
1956,2021-05-29,10027,18.93,149,2021,2170
1957,2021-06-05,10027,18.93,156,2021,2177
1958,2021-06-12,10027,17.35,163,2021,2184
1959,2021-06-19,10027,11.04,170,2021,2191
1960,2021-06-26,10027,11.04,177,2021,2198
1961,2021-07-03,10027,18.93,184,2021,2205
1962,2021-07-10,10027,20.51,191,2021,2212
1963,2021-07-17,10027,58.36,198,2021,2219
1964,2021-07-24,10027,78.87,205,2021,2226
1965,2021-07-31,10027,107.26,212,2021,2233
1966,2021-08-07,10027,97.8,219,2021,2240
1967,2021-08-14,10027,119.88,226,2021,2247
1968,2021-08-21,10027,115.15,233,2021,2254
1969,2021-08-28,10027,132.5,240,2021,2261
1970,2021-09-04,10027,151.43,247,2021,2268
1971,2021-09-11,10027,148.28,254,2021,2275
1972,2021-09-18,10027,148.28,261,2021,2282
1973,2021-09-25,10027,126.19,268,2021,2289
1974,2021-10-02,10027,112.0,275,2021,2296
1975,2021-10-09,10027,88.34,282,2021,2303
1976,2021-10-16,10027,58.36,289,2021,2310
1977,2021-10-23,10027,69.41,296,2021,2317
1978,2021-10-30,10027,44.17,303,2021,2324
1979,2021-11-06,10027,53.63,310,2021,2331
1980,2020-08-08,10028,16.89,221,2020,2241
1981,2020-08-15,10028,6.33,228,2020,2248
1982,2020-08-22,10028,16.89,235,2020,2255
1983,2020-08-29,10028,10.56,242,2020,2262
1984,2020-09-05,10028,12.67,249,2020,2269
1985,2020-09-12,10028,19.0,256,2020,2276
1986,2020-09-19,10028,10.56,263,2020,2283
1987,2020-09-26,10028,21.11,270,2020,2290
1988,2020-10-03,10028,44.33,277,2020,2297
1989,2020-10-10,10028,23.22,284,2020,2304
1990,2020-10-17,10028,46.44,291,2020,2311
1991,2020-10-24,10028,46.44,298,2020,2318
1992,2020-10-31,10028,48.55,305,2020,2325
1993,2020-11-07,10028,80.22,312,2020,2332
1994,2020-11-14,10028,118.22,319,2020,2339
1995,2020-11-21,10028,90.77,326,2020,2346
1996,2020-11-28,10028,126.66,333,2020,2353
1997,2020-12-05,10028,196.33,340,2020,2360
1998,2020-12-12,10028,232.21,347,2020,2367
1999,2020-12-19,10028,208.99,354,2020,2374
2000,2020-12-26,10028,208.99,361,2020,2381
2001,2021-01-02,10028,198.44,2,2021,2023
2002,2021-01-09,10028,318.77,9,2021,2030
2003,2021-01-16,10028,259.66,16,2021,2037
2004,2021-01-23,10028,268.1,23,2021,2044
2005,2021-01-30,10028,251.21,30,2021,2051
2006,2021-02-06,10028,225.88,37,2021,2058
2007,2021-02-13,10028,170.99,44,2021,2065
2008,2021-02-20,10028,177.33,51,2021,2072
2009,2021-02-27,10028,170.99,58,2021,2079
2010,2021-03-06,10028,154.11,65,2021,2086
2011,2021-03-13,10028,147.77,72,2021,2093
2012,2021-03-20,10028,173.1,79,2021,2100
2013,2021-03-27,10028,149.88,86,2021,2107
2014,2021-04-03,10028,137.22,93,2021,2114
2015,2021-04-10,10028,114.0,100,2021,2121
2016,2021-04-17,10028,124.55,107,2021,2128
2017,2021-04-24,10028,76.0,114,2021,2135
2018,2021-05-01,10028,38.0,121,2021,2142
2019,2021-05-08,10028,19.0,128,2021,2149
2020,2021-05-15,10028,31.67,135,2021,2156
2021,2021-05-22,10028,10.56,142,2021,2163
2022,2021-05-29,10028,19.0,149,2021,2170
2023,2021-06-05,10028,4.22,156,2021,2177
2024,2021-06-12,10028,8.44,163,2021,2184
2025,2021-06-19,10028,10.56,170,2021,2191
2026,2021-06-26,10028,21.11,177,2021,2198
2027,2021-07-03,10028,14.78,184,2021,2205
2028,2021-07-10,10028,21.11,191,2021,2212
2029,2021-07-17,10028,27.44,198,2021,2219
2030,2021-07-24,10028,63.33,205,2021,2226
2031,2021-07-31,10028,80.22,212,2021,2233
2032,2021-08-07,10028,109.77,219,2021,2240
2033,2021-08-14,10028,147.77,226,2021,2247
2034,2021-08-21,10028,128.77,233,2021,2254
2035,2021-08-28,10028,105.55,240,2021,2261
2036,2021-09-04,10028,128.77,247,2021,2268
2037,2021-09-11,10028,90.77,254,2021,2275
2038,2021-09-18,10028,109.77,261,2021,2282
2039,2021-09-25,10028,107.66,268,2021,2289
2040,2021-10-02,10028,111.88,275,2021,2296
2041,2021-10-09,10028,109.77,282,2021,2303
2042,2021-10-16,10028,86.55,289,2021,2310
2043,2021-10-23,10028,73.89,296,2021,2317
2044,2021-10-30,10028,76.0,303,2021,2324
2045,2021-11-06,10028,95.0,310,2021,2331
2046,2020-08-08,10029,28.12,221,2020,2241
2047,2020-08-15,10029,24.29,228,2020,2248
2048,2020-08-22,10029,29.4,235,2020,2255
2049,2020-08-29,10029,23.01,242,2020,2262
2050,2020-09-05,10029,12.78,249,2020,2269
2051,2020-09-12,10029,19.18,256,2020,2276
2052,2020-09-19,10029,21.73,263,2020,2283
2053,2020-09-26,10029,21.73,270,2020,2290
2054,2020-10-03,10029,24.29,277,2020,2297
2055,2020-10-10,10029,30.68,284,2020,2304
2056,2020-10-17,10029,49.86,291,2020,2311
2057,2020-10-24,10029,63.92,298,2020,2318
2058,2020-10-31,10029,57.53,305,2020,2325
2059,2020-11-07,10029,60.08,312,2020,2332
2060,2020-11-14,10029,125.28,319,2020,2339
2061,2020-11-21,10029,104.83,326,2020,2346
2062,2020-11-28,10029,185.36,333,2020,2353
2063,2020-12-05,10029,236.5,340,2020,2360
2064,2020-12-12,10029,213.49,347,2020,2367
2065,2020-12-19,10029,272.29,354,2020,2374
2066,2020-12-26,10029,235.22,361,2020,2381
2067,2021-01-02,10029,301.69,2,2021,2023
2068,2021-01-09,10029,432.09,9,2021,2030
2069,2021-01-16,10029,403.96,16,2021,2037
2070,2021-01-23,10029,405.24,23,2021,2044
2071,2021-01-30,10029,420.58,30,2021,2051
2072,2021-02-06,10029,379.67,37,2021,2058
2073,2021-02-13,10029,354.11,44,2021,2065
2074,2021-02-20,10029,268.46,51,2021,2072
2075,2021-02-27,10029,354.11,58,2021,2079
2076,2021-03-06,10029,320.87,65,2021,2086
2077,2021-03-13,10029,267.18,72,2021,2093
2078,2021-03-20,10029,288.91,79,2021,2100
2079,2021-03-27,10029,325.98,86,2021,2107
2080,2021-04-03,10029,283.8,93,2021,2114
2081,2021-04-10,10029,292.75,100,2021,2121
2082,2021-04-17,10029,208.37,107,2021,2128
2083,2021-04-24,10029,143.18,114,2021,2135
2084,2021-05-01,10029,117.61,121,2021,2142
2085,2021-05-08,10029,84.37,128,2021,2149
2086,2021-05-15,10029,70.31,135,2021,2156
2087,2021-05-22,10029,33.24,142,2021,2163
2088,2021-05-29,10029,47.3,149,2021,2170
2089,2021-06-05,10029,17.9,156,2021,2177
2090,2021-06-12,10029,15.34,163,2021,2184
2091,2021-06-19,10029,16.62,170,2021,2191
2092,2021-06-26,10029,7.67,177,2021,2198
2093,2021-07-03,10029,11.51,184,2021,2205
2094,2021-07-10,10029,28.12,191,2021,2212
2095,2021-07-17,10029,40.91,198,2021,2219
2096,2021-07-24,10029,103.55,205,2021,2226
2097,2021-07-31,10029,118.89,212,2021,2233
2098,2021-08-07,10029,166.19,219,2021,2240
2099,2021-08-14,10029,181.53,226,2021,2247
2100,2021-08-21,10029,212.21,233,2021,2254
2101,2021-08-28,10029,134.23,240,2021,2261
2102,2021-09-04,10029,163.63,247,2021,2268
2103,2021-09-11,10029,141.9,254,2021,2275
2104,2021-09-18,10029,127.84,261,2021,2282
2105,2021-09-25,10029,162.35,268,2021,2289
2106,2021-10-02,10029,113.77,275,2021,2296
2107,2021-10-09,10029,88.21,282,2021,2303
2108,2021-10-16,10029,74.15,289,2021,2310
2109,2021-10-23,10029,49.86,296,2021,2317
2110,2021-10-30,10029,58.8,303,2021,2324
2111,2021-11-06,10029,61.36,310,2021,2331
2112,2020-08-08,10030,20.5,221,2020,2241
2113,2020-08-15,10030,10.25,228,2020,2248
2114,2020-08-22,10030,13.67,235,2020,2255
2115,2020-08-29,10030,23.92,242,2020,2262
2116,2020-09-05,10030,13.67,249,2020,2269
2117,2020-09-12,10030,27.33,256,2020,2276
2118,2020-09-19,10030,10.25,263,2020,2283
2119,2020-09-26,10030,13.67,270,2020,2290
2120,2020-10-03,10030,47.83,277,2020,2297
2121,2020-10-10,10030,20.5,284,2020,2304
2122,2020-10-17,10030,27.33,291,2020,2311
2123,2020-10-24,10030,44.41,298,2020,2318
2124,2020-10-31,10030,37.58,305,2020,2325
2125,2020-11-07,10030,119.58,312,2020,2332
2126,2020-11-14,10030,85.41,319,2020,2339
2127,2020-11-21,10030,136.66,326,2020,2346
2128,2020-11-28,10030,191.32,333,2020,2353
2129,2020-12-05,10030,283.57,340,2020,2360
2130,2020-12-12,10030,249.4,347,2020,2367
2131,2020-12-19,10030,174.24,354,2020,2374
2132,2020-12-26,10030,245.99,361,2020,2381
2133,2021-01-02,10030,252.82,2,2021,2023
2134,2021-01-09,10030,382.65,9,2021,2030
2135,2021-01-16,10030,324.57,16,2021,2037
2136,2021-01-23,10030,368.98,23,2021,2044
2137,2021-01-30,10030,358.73,30,2021,2051
2138,2021-02-06,10030,348.48,37,2021,2058
2139,2021-02-13,10030,324.57,44,2021,2065
2140,2021-02-20,10030,252.82,51,2021,2072
2141,2021-02-27,10030,286.98,58,2021,2079
2142,2021-03-06,10030,273.32,65,2021,2086
2143,2021-03-13,10030,321.15,72,2021,2093
2144,2021-03-20,10030,283.57,79,2021,2100
2145,2021-03-27,10030,293.82,86,2021,2107
2146,2021-04-03,10030,276.74,93,2021,2114
2147,2021-04-10,10030,263.07,100,2021,2121
2148,2021-04-17,10030,245.99,107,2021,2128
2149,2021-04-24,10030,129.83,114,2021,2135
2150,2021-05-01,10030,105.91,121,2021,2142
2151,2021-05-08,10030,64.91,128,2021,2149
2152,2021-05-15,10030,44.41,135,2021,2156
2153,2021-05-22,10030,47.83,142,2021,2163
2154,2021-05-29,10030,47.83,149,2021,2170
2155,2021-06-05,10030,20.5,156,2021,2177
2156,2021-06-12,10030,17.08,163,2021,2184
2157,2021-06-19,10030,10.25,170,2021,2191
2158,2021-06-26,10030,17.08,177,2021,2198
2159,2021-07-03,10030,20.5,184,2021,2205
2160,2021-07-10,10030,23.92,191,2021,2212
2161,2021-07-17,10030,71.75,198,2021,2219
2162,2021-07-24,10030,88.83,205,2021,2226
2163,2021-07-31,10030,160.57,212,2021,2233
2164,2021-08-07,10030,122.99,219,2021,2240
2165,2021-08-14,10030,116.16,226,2021,2247
2166,2021-08-21,10030,194.74,233,2021,2254
2167,2021-08-28,10030,249.4,240,2021,2261
2168,2021-09-04,10030,126.41,247,2021,2268
2169,2021-09-11,10030,119.58,254,2021,2275
2170,2021-09-18,10030,143.49,261,2021,2282
2171,2021-09-25,10030,160.57,268,2021,2289
2172,2021-10-02,10030,75.16,275,2021,2296
2173,2021-10-09,10030,64.91,282,2021,2303
2174,2021-10-16,10030,58.08,289,2021,2310
2175,2021-10-23,10030,30.75,296,2021,2317
2176,2021-10-30,10030,37.58,303,2021,2324
2177,2021-11-06,10030,82.0,310,2021,2331
2178,2020-08-08,10031,18.64,221,2020,2241
2179,2020-08-15,10031,22.03,228,2020,2248
2180,2020-08-22,10031,22.03,235,2020,2255
2181,2020-08-29,10031,32.19,242,2020,2262
2182,2020-09-05,10031,18.64,249,2020,2269
2183,2020-09-12,10031,15.25,256,2020,2276
2184,2020-09-19,10031,33.88,263,2020,2283
2185,2020-09-26,10031,22.03,270,2020,2290
2186,2020-10-03,10031,42.36,277,2020,2297
2187,2020-10-10,10031,45.74,284,2020,2304
2188,2020-10-17,10031,60.99,291,2020,2311
2189,2020-10-24,10031,50.83,298,2020,2318
2190,2020-10-31,10031,105.04,305,2020,2325
2191,2020-11-07,10031,113.51,312,2020,2332
2192,2020-11-14,10031,152.48,319,2020,2339
2193,2020-11-21,10031,182.98,326,2020,2346
