,week_ending,Case_Rate_Location,Case_Count,dayofyear,year,CasesByModZCTA_ID
578,2021-07-24,10003,107.45,205,2021,2226
579,2021-07-31,10003,172.29,212,2021,2233
580,2021-08-07,10003,157.47,219,2021,2240
581,2021-08-14,10003,181.56,226,2021,2247
582,2021-08-21,10003,183.41,233,2021,2254
583,2021-08-28,10003,164.88,240,2021,2261
584,2021-09-04,10003,185.26,247,2021,2268
585,2021-09-11,10003,220.46,254,2021,2275
586,2021-09-18,10003,224.17,261,2021,2282
587,2021-09-25,10003,151.91,268,2021,2289
588,2021-10-02,10003,188.97,275,2021,2296
589,2021-10-09,10003,114.86,282,2021,2303
590,2021-10-16,10003,85.22,289,2021,2310
591,2021-10-23,10003,68.55,296,2021,2317
592,2021-10-30,10003,59.28,303,2021,2324
593,2021-11-06,10003,98.19,310,2021,2331
594,2020-08-08,10004,0.0,221,2020,2241
595,2020-08-15,10004,0.0,228,2020,2248
596,2020-08-22,10004,33.65,235,2020,2255
597,2020-08-29,10004,0.0,242,2020,2262
598,2020-09-05,10004,67.29,249,2020,2269
599,2020-09-12,10004,0.0,256,2020,2276
600,2020-09-19,10004,100.94,263,2020,2283
601,2020-09-26,10004,134.58,270,2020,2290
602,2020-10-03,10004,33.65,277,2020,2297
603,2020-10-10,10004,100.94,284,2020,2304
604,2020-10-17,10004,100.94,291,2020,2311
605,2020-10-24,10004,67.29,298,2020,2318
606,2020-10-31,10004,201.88,305,2020,2325
607,2020-11-07,10004,134.58,312,2020,2332
608,2020-11-14,10004,168.23,319,2020,2339
609,2020-11-21,10004,538.34,326,2020,2346
610,2020-11-28,10004,403.75,333,2020,2353
611,2020-12-05,10004,336.46,340,2020,2360
612,2020-12-12,10004,437.4,347,2020,2367
613,2020-12-19,10004,571.98,354,2020,2374
614,2020-12-26,10004,201.88,361,2020,2381
615,2021-01-02,10004,336.46,2,2021,2023
616,2021-01-09,10004,1177.61,9,2021,2030
617,2021-01-16,10004,874.8,16,2021,2037
618,2021-01-23,10004,235.52,23,2021,2044
619,2021-01-30,10004,672.92,30,2021,2051
620,2021-02-06,10004,235.52,37,2021,2058
621,2021-02-13,10004,336.46,44,2021,2065
622,2021-02-20,10004,302.81,51,2021,2072
623,2021-02-27,10004,269.17,58,2021,2079
624,2021-03-06,10004,168.23,65,2021,2086
625,2021-03-13,10004,403.75,72,2021,2093
626,2021-03-20,10004,403.75,79,2021,2100
627,2021-03-27,10004,403.75,86,2021,2107
628,2021-04-03,10004,403.75,93,2021,2114
629,2021-04-10,10004,201.88,100,2021,2121
630,2021-04-17,10004,302.81,107,2021,2128
631,2021-04-24,10004,33.65,114,2021,2135
632,2021-05-01,10004,134.58,121,2021,2142
633,2021-05-08,10004,33.65,128,2021,2149
634,2021-05-15,10004,0.0,135,2021,2156
635,2021-05-22,10004,0.0,142,2021,2163
636,2021-05-29,10004,0.0,149,2021,2170
637,2021-06-05,10004,33.65,156,2021,2177
638,2021-06-12,10004,33.65,163,2021,2184
639,2021-06-19,10004,67.29,170,2021,2191
640,2021-06-26,10004,0.0,177,2021,2198
641,2021-07-03,10004,134.58,184,2021,2205
642,2021-07-10,10004,67.29,191,2021,2212
643,2021-07-17,10004,100.94,198,2021,2219
644,2021-07-24,10004,336.46,205,2021,2226
645,2021-07-31,10004,302.81,212,2021,2233
646,2021-08-07,10004,302.81,219,2021,2240
647,2021-08-14,10004,134.58,226,2021,2247
648,2021-08-21,10004,134.58,233,2021,2254
649,2021-08-28,10004,168.23,240,2021,2261
650,2021-09-04,10004,100.94,247,2021,2268
651,2021-09-11,10004,201.88,254,2021,2275
652,2021-09-18,10004,403.75,261,2021,2282
653,2021-09-25,10004,168.23,268,2021,2289
654,2021-10-02,10004,168.23,275,2021,2296
655,2021-10-09,10004,134.58,282,2021,2303
656,2021-10-16,10004,201.88,289,2021,2310
657,2021-10-23,10004,0.0,296,2021,2317
658,2021-10-30,10004,134.58,303,2021,2324
659,2021-11-06,10004,100.94,310,2021,2331
660,2020-08-08,10005,22.84,221,2020,2241
661,2020-08-15,10005,57.1,228,2020,2248
662,2020-08-22,10005,34.26,235,2020,2255
663,2020-08-29,10005,22.84,242,2020,2262
664,2020-09-05,10005,45.68,249,2020,2269
665,2020-09-12,10005,22.84,256,2020,2276
666,2020-09-19,10005,79.93,263,2020,2283
667,2020-09-26,10005,22.84,270,2020,2290
668,2020-10-03,10005,34.26,277,2020,2297
669,2020-10-10,10005,79.93,284,2020,2304
670,2020-10-17,10005,34.26,291,2020,2311
671,2020-10-24,10005,22.84,298,2020,2318
672,2020-10-31,10005,0.0,305,2020,2325
673,2020-11-07,10005,114.19,312,2020,2332
674,2020-11-14,10005,194.13,319,2020,2339
675,2020-11-21,10005,91.35,326,2020,2346
676,2020-11-28,10005,228.38,333,2020,2353
677,2020-12-05,10005,239.8,340,2020,2360
678,2020-12-12,10005,353.99,347,2020,2367
679,2020-12-19,10005,239.8,354,2020,2374
680,2020-12-26,10005,262.64,361,2020,2381
681,2021-01-02,10005,251.22,2,2021,2023
682,2021-01-09,10005,388.25,9,2021,2030
683,2021-01-16,10005,228.38,16,2021,2037
684,2021-01-23,10005,194.13,23,2021,2044
685,2021-01-30,10005,331.16,30,2021,2051
686,2021-02-06,10005,125.61,37,2021,2058
687,2021-02-13,10005,239.8,44,2021,2065
688,2021-02-20,10005,376.83,51,2021,2072
689,2021-02-27,10005,205.54,58,2021,2079
690,2021-03-06,10005,319.74,65,2021,2086
691,2021-03-13,10005,331.16,72,2021,2093
692,2021-03-20,10005,388.25,79,2021,2100
693,2021-03-27,10005,285.48,86,2021,2107
694,2021-04-03,10005,319.74,93,2021,2114
695,2021-04-10,10005,388.25,100,2021,2121
696,2021-04-17,10005,159.87,107,2021,2128
697,2021-04-24,10005,114.19,114,2021,2135
698,2021-05-01,10005,79.93,121,2021,2142
699,2021-05-08,10005,0.0,128,2021,2149
700,2021-05-15,10005,34.26,135,2021,2156
701,2021-05-22,10005,22.84,142,2021,2163
702,2021-05-29,10005,22.84,149,2021,2170
703,2021-06-05,10005,11.42,156,2021,2177
704,2021-06-12,10005,22.84,163,2021,2184
705,2021-06-19,10005,34.26,170,2021,2191
706,2021-06-26,10005,45.68,177,2021,2198
707,2021-07-03,10005,22.84,184,2021,2205
708,2021-07-10,10005,45.68,191,2021,2212
709,2021-07-17,10005,148.45,198,2021,2219
710,2021-07-24,10005,274.06,205,2021,2226
711,2021-07-31,10005,399.67,212,2021,2233
712,2021-08-07,10005,239.8,219,2021,2240
713,2021-08-14,10005,182.71,226,2021,2247
714,2021-08-21,10005,308.32,233,2021,2254
715,2021-08-28,10005,331.16,240,2021,2261
716,2021-09-04,10005,228.38,247,2021,2268
717,2021-09-11,10005,251.22,254,2021,2275
718,2021-09-18,10005,285.48,261,2021,2282
719,2021-09-25,10005,148.45,268,2021,2289
720,2021-10-02,10005,114.19,275,2021,2296
721,2021-10-09,10005,68.51,282,2021,2303
722,2021-10-16,10005,91.35,289,2021,2310
723,2021-10-23,10005,45.68,296,2021,2317
724,2021-10-30,10005,102.77,303,2021,2324
725,2021-11-06,10005,205.54,310,2021,2331
726,2020-08-08,10006,0.0,221,2020,2241
727,2020-08-15,10006,0.0,228,2020,2248
728,2020-08-22,10006,0.0,235,2020,2255
729,2020-08-29,10006,59.14,242,2020,2262
730,2020-09-05,10006,147.85,249,2020,2269
731,2020-09-12,10006,0.0,256,2020,2276
732,2020-09-19,10006,29.57,263,2020,2283
733,2020-09-26,10006,59.14,270,2020,2290
734,2020-10-03,10006,59.14,277,2020,2297
735,2020-10-10,10006,29.57,284,2020,2304
736,2020-10-17,10006,29.57,291,2020,2311
737,2020-10-24,10006,59.14,298,2020,2318
738,2020-10-31,10006,29.57,305,2020,2325
739,2020-11-07,10006,147.85,312,2020,2332
740,2020-11-14,10006,295.7,319,2020,2339
741,2020-11-21,10006,118.28,326,2020,2346
742,2020-11-28,10006,236.56,333,2020,2353
743,2020-12-05,10006,118.28,340,2020,2360
744,2020-12-12,10006,295.7,347,2020,2367
745,2020-12-19,10006,236.56,354,2020,2374
746,2020-12-26,10006,147.85,361,2020,2381
747,2021-01-02,10006,354.84,2,2021,2023
748,2021-01-09,10006,266.13,9,2021,2030
749,2021-01-16,10006,236.56,16,2021,2037
750,2021-01-23,10006,384.41,23,2021,2044
751,2021-01-30,10006,266.13,30,2021,2051
752,2021-02-06,10006,147.85,37,2021,2058
753,2021-02-13,10006,88.71,44,2021,2065
754,2021-02-20,10006,354.84,51,2021,2072
755,2021-02-27,10006,206.99,58,2021,2079
756,2021-03-06,10006,88.71,65,2021,2086
757,2021-03-13,10006,295.7,72,2021,2093
758,2021-03-20,10006,473.12,79,2021,2100
759,2021-03-27,10006,295.7,86,2021,2107
760,2021-04-03,10006,206.99,93,2021,2114
761,2021-04-10,10006,177.42,100,2021,2121
762,2021-04-17,10006,325.27,107,2021,2128
763,2021-04-24,10006,88.71,114,2021,2135
764,2021-05-01,10006,59.14,121,2021,2142
765,2021-05-08,10006,0.0,128,2021,2149
766,2021-05-15,10006,0.0,135,2021,2156
767,2021-05-22,10006,29.57,142,2021,2163
768,2021-05-29,10006,0.0,149,2021,2170
769,2021-06-05,10006,29.57,156,2021,2177
770,2021-06-12,10006,29.57,163,2021,2184
771,2021-06-19,10006,0.0,170,2021,2191
772,2021-06-26,10006,0.0,177,2021,2198
773,2021-07-03,10006,29.57,184,2021,2205
774,2021-07-10,10006,147.85,191,2021,2212
775,2021-07-17,10006,0.0,198,2021,2219
776,2021-07-24,10006,236.56,205,2021,2226
777,2021-07-31,10006,236.56,212,2021,2233
778,2021-08-07,10006,295.7,219,2021,2240
779,2021-08-14,10006,118.28,226,2021,2247
780,2021-08-21,10006,118.28,233,2021,2254
781,2021-08-28,10006,325.27,240,2021,2261
782,2021-09-04,10006,147.85,247,2021,2268
783,2021-09-11,10006,236.56,254,2021,2275
784,2021-09-18,10006,147.85,261,2021,2282
785,2021-09-25,10006,206.99,268,2021,2289
786,2021-10-02,10006,147.85,275,2021,2296
787,2021-10-09,10006,118.28,282,2021,2303
788,2021-10-16,10006,118.28,289,2021,2310
789,2021-10-23,10006,88.71,296,2021,2317
790,2021-10-30,10006,59.14,303,2021,2324
791,2021-11-06,10006,177.42,310,2021,2331
792,2020-08-08,10007,14.3,221,2020,2241
793,2020-08-15,10007,14.3,228,2020,2248
794,2020-08-22,10007,0.0,235,2020,2255
795,2020-08-29,10007,14.3,242,2020,2262
796,2020-09-05,10007,14.3,249,2020,2269
797,2020-09-12,10007,28.61,256,2020,2276
798,2020-09-19,10007,42.91,263,2020,2283
799,2020-09-26,10007,42.91,270,2020,2290
800,2020-10-03,10007,28.61,277,2020,2297
801,2020-10-10,10007,57.21,284,2020,2304
802,2020-10-17,10007,42.91,291,2020,2311
803,2020-10-24,10007,71.52,298,2020,2318
804,2020-10-31,10007,71.52,305,2020,2325
805,2020-11-07,10007,42.91,312,2020,2332
806,2020-11-14,10007,157.34,319,2020,2339
807,2020-11-21,10007,328.97,326,2020,2346
808,2020-11-28,10007,143.03,333,2020,2353
809,2020-12-05,10007,228.85,340,2020,2360
810,2020-12-12,10007,157.34,347,2020,2367
811,2020-12-19,10007,257.46,354,2020,2374
812,2020-12-26,10007,257.46,361,2020,2381
813,2021-01-02,10007,243.15,2,2021,2023
814,2021-01-09,10007,386.19,9,2021,2030
815,2021-01-16,10007,228.85,16,2021,2037
816,2021-01-23,10007,371.88,23,2021,2044
817,2021-01-30,10007,271.76,30,2021,2051
818,2021-02-06,10007,400.49,37,2021,2058
819,2021-02-13,10007,200.24,44,2021,2065
820,2021-02-20,10007,214.55,51,2021,2072
821,2021-02-27,10007,171.64,58,2021,2079
822,2021-03-06,10007,257.46,65,2021,2086
823,2021-03-13,10007,414.79,72,2021,2093
824,2021-03-20,10007,514.91,79,2021,2100
825,2021-03-27,10007,271.76,86,2021,2107
826,2021-04-03,10007,257.46,93,2021,2114
827,2021-04-10,10007,171.64,100,2021,2121
828,2021-04-17,10007,157.34,107,2021,2128
829,2021-04-24,10007,85.82,114,2021,2135
830,2021-05-01,10007,57.21,121,2021,2142
831,2021-05-08,10007,14.3,128,2021,2149
832,2021-05-15,10007,0.0,135,2021,2156
833,2021-05-22,10007,0.0,142,2021,2163
834,2021-05-29,10007,0.0,149,2021,2170
835,2021-06-05,10007,0.0,156,2021,2177
836,2021-06-12,10007,0.0,163,2021,2184
837,2021-06-19,10007,14.3,170,2021,2191
838,2021-06-26,10007,0.0,177,2021,2198
839,2021-07-03,10007,0.0,184,2021,2205
840,2021-07-10,10007,28.61,191,2021,2212
841,2021-07-17,10007,71.52,198,2021,2219
842,2021-07-24,10007,85.82,205,2021,2226
843,2021-07-31,10007,200.24,212,2021,2233
844,2021-08-07,10007,71.52,219,2021,2240
845,2021-08-14,10007,185.94,226,2021,2247
846,2021-08-21,10007,114.43,233,2021,2254
847,2021-08-28,10007,214.55,240,2021,2261
848,2021-09-04,10007,143.03,247,2021,2268
849,2021-09-11,10007,214.55,254,2021,2275
850,2021-09-18,10007,214.55,261,2021,2282
851,2021-09-25,10007,200.24,268,2021,2289
852,2021-10-02,10007,85.82,275,2021,2296
853,2021-10-09,10007,114.43,282,2021,2303
854,2021-10-16,10007,100.12,289,2021,2310
855,2021-10-23,10007,128.73,296,2021,2317
856,2021-10-30,10007,42.91,303,2021,2324
857,2021-11-06,10007,71.52,310,2021,2331
858,2020-08-08,10009,19.25,221,2020,2241
859,2020-08-15,10009,8.75,228,2020,2248
860,2020-08-22,10009,17.5,235,2020,2255
861,2020-08-29,10009,12.25,242,2020,2262
862,2020-09-05,10009,14.0,249,2020,2269
863,2020-09-12,10009,41.99,256,2020,2276
864,2020-09-19,10009,38.49,263,2020,2283
865,2020-09-26,10009,33.25,270,2020,2290
866,2020-10-03,10009,19.25,277,2020,2297
867,2020-10-10,10009,28.0,284,2020,2304
868,2020-10-17,10009,50.74,291,2020,2311
869,2020-10-24,10009,38.49,298,2020,2318
870,2020-10-31,10009,59.49,305,2020,2325
871,2020-11-07,10009,82.24,312,2020,2332
872,2020-11-14,10009,174.97,319,2020,2339
873,2020-11-21,10009,188.97,326,2020,2346
874,2020-11-28,10009,206.47,333,2020,2353
875,2020-12-05,10009,192.47,340,2020,2360
876,2020-12-12,10009,230.97,347,2020,2367
877,2020-12-19,10009,257.21,354,2020,2374
878,2020-12-26,10009,213.47,361,2020,2381
879,2021-01-02,10009,257.21,2,2021,2023
880,2021-01-09,10009,370.95,9,2021,2030
881,2021-01-16,10009,281.71,16,2021,2037
882,2021-01-23,10009,335.95,23,2021,2044
883,2021-01-30,10009,360.45,30,2021,2051
884,2021-02-06,10009,306.21,37,2021,2058
885,2021-02-13,10009,348.2,44,2021,2065
886,2021-02-20,10009,321.95,51,2021,2072
887,2021-02-27,10009,297.46,58,2021,2079
888,2021-03-06,10009,306.21,65,2021,2086
889,2021-03-13,10009,243.21,72,2021,2093
890,2021-03-20,10009,290.46,79,2021,2100
891,2021-03-27,10009,376.2,86,2021,2107
892,2021-04-03,10009,320.2,93,2021,2114
893,2021-04-10,10009,258.96,100,2021,2121
894,2021-04-17,10009,202.97,107,2021,2128
895,2021-04-24,10009,150.48,114,2021,2135
896,2021-05-01,10009,71.74,121,2021,2142
897,2021-05-08,10009,45.49,128,2021,2149
898,2021-05-15,10009,26.25,135,2021,2156
899,2021-05-22,10009,36.74,142,2021,2163
900,2021-05-29,10009,15.75,149,2021,2170
901,2021-06-05,10009,8.75,156,2021,2177
902,2021-06-12,10009,17.5,163,2021,2184
903,2021-06-19,10009,10.5,170,2021,2191
904,2021-06-26,10009,17.5,177,2021,2198
905,2021-07-03,10009,40.24,184,2021,2205
906,2021-07-10,10009,22.75,191,2021,2212
907,2021-07-17,10009,80.49,198,2021,2219
908,2021-07-24,10009,136.48,205,2021,2226
909,2021-07-31,10009,185.47,212,2021,2233
910,2021-08-07,10009,202.97,219,2021,2240
911,2021-08-14,10009,180.22,226,2021,2247
912,2021-08-21,10009,167.98,233,2021,2254
913,2021-08-28,10009,183.72,240,2021,2261
914,2021-09-04,10009,164.48,247,2021,2268
915,2021-09-11,10009,162.73,254,2021,2275
916,2021-09-18,10009,204.72,261,2021,2282
917,2021-09-25,10009,129.48,268,2021,2289
918,2021-10-02,10009,115.48,275,2021,2296
919,2021-10-09,10009,134.73,282,2021,2303
920,2021-10-16,10009,111.98,289,2021,2310
921,2021-10-23,10009,89.24,296,2021,2317
922,2021-10-30,10009,90.99,303,2021,2324
923,2021-11-06,10009,117.23,310,2021,2331
924,2020-08-08,10010,20.99,221,2020,2241
925,2020-08-15,10010,38.98,228,2020,2248
926,2020-08-22,10010,20.99,235,2020,2255
927,2020-08-29,10010,26.98,242,2020,2262
928,2020-09-05,10010,14.99,249,2020,2269
929,2020-09-12,10010,23.99,256,2020,2276
930,2020-09-19,10010,20.99,263,2020,2283
931,2020-09-26,10010,17.99,270,2020,2290
932,2020-10-03,10010,38.98,277,2020,2297
933,2020-10-10,10010,35.98,284,2020,2304
934,2020-10-17,10010,41.98,291,2020,2311
935,2020-10-24,10010,44.97,298,2020,2318
936,2020-10-31,10010,62.96,305,2020,2325
937,2020-11-07,10010,89.95,312,2020,2332
938,2020-11-14,10010,125.93,319,2020,2339
939,2020-11-21,10010,170.9,326,2020,2346
940,2020-11-28,10010,149.91,333,2020,2353
941,2020-12-05,10010,155.91,340,2020,2360
942,2020-12-12,10010,158.91,347,2020,2367
943,2020-12-19,10010,206.88,354,2020,2374
944,2020-12-26,10010,185.89,361,2020,2381
945,2021-01-02,10010,236.86,2,2021,2023
946,2021-01-09,10010,329.81,9,2021,2030
947,2021-01-16,10010,326.81,16,2021,2037
948,2021-01-23,10010,305.82,23,2021,2044
949,2021-01-30,10010,272.84,30,2021,2051
950,2021-02-06,10010,185.89,37,2021,2058
951,2021-02-13,10010,173.9,44,2021,2065
952,2021-02-20,10010,173.9,51,2021,2072
953,2021-02-27,10010,170.9,58,2021,2079
954,2021-03-06,10010,194.89,65,2021,2086
955,2021-03-13,10010,263.84,72,2021,2093
956,2021-03-20,10010,245.85,79,2021,2100
957,2021-03-27,10010,230.86,86,2021,2107
958,2021-04-03,10010,233.86,93,2021,2114
959,2021-04-10,10010,122.93,100,2021,2121
960,2021-04-17,10010,125.93,107,2021,2128
961,2021-04-24,10010,92.95,114,2021,2135
962,2021-05-01,10010,86.95,121,2021,2142
963,2021-05-08,10010,50.97,128,2021,2149
964,2021-05-15,10010,14.99,135,2021,2156
965,2021-05-22,10010,3.0,142,2021,2163
966,2021-05-29,10010,20.99,149,2021,2170
967,2021-06-05,10010,17.99,156,2021,2177
968,2021-06-12,10010,6.0,163,2021,2184
969,2021-06-19,10010,20.99,170,2021,2191
970,2021-06-26,10010,23.99,177,2021,2198
971,2021-07-03,10010,32.98,184,2021,2205
972,2021-07-10,10010,29.98,191,2021,2212
973,2021-07-17,10010,50.97,198,2021,2219
974,2021-07-24,10010,74.96,205,2021,2226
975,2021-07-31,10010,104.94,212,2021,2233
976,2021-08-07,10010,155.91,219,2021,2240
977,2021-08-14,10010,167.9,226,2021,2247
978,2021-08-21,10010,176.9,233,2021,2254
979,2021-08-28,10010,137.92,240,2021,2261
980,2021-09-04,10010,104.94,247,2021,2268
981,2021-09-11,10010,155.91,254,2021,2275
982,2021-09-18,10010,158.91,261,2021,2282
983,2021-09-25,10010,125.93,268,2021,2289
984,2021-10-02,10010,140.92,275,2021,2296
985,2021-10-09,10010,110.93,282,2021,2303
986,2021-10-16,10010,98.94,289,2021,2310
987,2021-10-23,10010,62.96,296,2021,2317
988,2021-10-30,10010,62.96,303,2021,2324
989,2021-11-06,10010,89.95,310,2021,2331
990,2020-08-08,10011,10.05,221,2020,2241
991,2020-08-15,10011,12.06,228,2020,2248
992,2020-08-22,10011,26.13,235,2020,2255
993,2020-08-29,10011,14.07,242,2020,2262
994,2020-09-05,10011,22.11,249,2020,2269
995,2020-09-12,10011,16.08,256,2020,2276
996,2020-09-19,10011,24.12,263,2020,2283
997,2020-09-26,10011,34.17,270,2020,2290
998,2020-10-03,10011,34.17,277,2020,2297
999,2020-10-10,10011,30.15,284,2020,2304
1000,2020-10-17,10011,52.27,291,2020,2311
1001,2020-10-24,10011,84.43,298,2020,2318
1002,2020-10-31,10011,74.38,305,2020,2325
1003,2020-11-07,10011,128.65,312,2020,2332
1004,2020-11-14,10011,166.85,319,2020,2339
1005,2020-11-21,10011,142.73,326,2020,2346
1006,2020-11-28,10011,162.83,333,2020,2353
1007,2020-12-05,10011,182.93,340,2020,2360
1008,2020-12-12,10011,201.02,347,2020,2367
1009,2020-12-19,10011,176.9,354,2020,2374
1010,2020-12-26,10011,199.01,361,2020,2381
1011,2021-01-02,10011,188.96,2,2021,2023
1012,2021-01-09,10011,303.54,9,2021,2030
1013,2021-01-16,10011,295.5,16,2021,2037
1014,2021-01-23,10011,237.21,23,2021,2044
1015,2021-01-30,10011,241.23,30,2021,2051
1016,2021-02-06,10011,221.12,37,2021,2058
1017,2021-02-13,10011,229.16,44,2021,2065
1018,2021-02-20,10011,197.0,51,2021,2072
1019,2021-02-27,10011,227.15,58,2021,2079
1020,2021-03-06,10011,227.15,65,2021,2086
1021,2021-03-13,10011,227.15,72,2021,2093
1022,2021-03-20,10011,203.03,79,2021,2100
1023,2021-03-27,10011,303.54,86,2021,2107
1024,2021-04-03,10011,251.28,93,2021,2114
1025,2021-04-10,10011,182.93,100,2021,2121
1026,2021-04-17,10011,132.67,107,2021,2128
1027,2021-04-24,10011,68.35,114,2021,2135
1028,2021-05-01,10011,34.17,121,2021,2142
1029,2021-05-08,10011,36.18,128,2021,2149
1030,2021-05-15,10011,22.11,135,2021,2156
1031,2021-05-22,10011,26.13,142,2021,2163
1032,2021-05-29,10011,6.03,149,2021,2170
1033,2021-06-05,10011,12.06,156,2021,2177
1034,2021-06-12,10011,12.06,163,2021,2184
1035,2021-06-19,10011,10.05,170,2021,2191
1036,2021-06-26,10011,18.09,177,2021,2198
1037,2021-07-03,10011,28.14,184,2021,2205
1038,2021-07-10,10011,36.18,191,2021,2212
1039,2021-07-17,10011,100.51,198,2021,2219
1040,2021-07-24,10011,162.83,205,2021,2226
1041,2021-07-31,10011,174.89,212,2021,2233
1042,2021-08-07,10011,223.13,219,2021,2240
1043,2021-08-14,10011,184.94,226,2021,2247
1044,2021-08-21,10011,207.05,233,2021,2254
1045,2021-08-28,10011,168.86,240,2021,2261
1046,2021-09-04,10011,146.75,247,2021,2268
1047,2021-09-11,10011,211.07,254,2021,2275
1048,2021-09-18,10011,199.01,261,2021,2282
1049,2021-09-25,10011,168.86,268,2021,2289
1050,2021-10-02,10011,150.77,275,2021,2296
1051,2021-10-09,10011,112.57,282,2021,2303
1052,2021-10-16,10011,106.54,289,2021,2310
1053,2021-10-23,10011,58.3,296,2021,2317
1054,2021-10-30,10011,62.32,303,2021,2324
1055,2021-11-06,10011,74.38,310,2021,2331
1056,2020-08-08,10012,38.87,221,2020,2241
1057,2020-08-15,10012,25.92,228,2020,2248
1058,2020-08-22,10012,8.64,235,2020,2255
1059,2020-08-29,10012,17.28,242,2020,2262
1060,2020-09-05,10012,30.23,249,2020,2269
1061,2020-09-12,10012,43.19,256,2020,2276
1062,2020-09-19,10012,51.83,263,2020,2283
1063,2020-09-26,10012,64.79,270,2020,2290
1064,2020-10-03,10012,60.47,277,2020,2297
1065,2020-10-10,10012,69.11,284,2020,2304
1066,2020-10-17,10012,73.43,291,2020,2311
1067,2020-10-24,10012,60.47,298,2020,2318
1068,2020-10-31,10012,138.22,305,2020,2325
1069,2020-11-07,10012,138.22,312,2020,2332
1070,2020-11-14,10012,142.54,319,2020,2339
1071,2020-11-21,10012,181.41,326,2020,2346
1072,2020-11-28,10012,190.05,333,2020,2353
1073,2020-12-05,10012,203.01,340,2020,2360
1074,2020-12-12,10012,185.73,347,2020,2367
1075,2020-12-19,10012,211.64,354,2020,2374
1076,2020-12-26,10012,203.01,361,2020,2381
1077,2021-01-02,10012,151.17,2,2021,2023
1078,2021-01-09,10012,289.39,9,2021,2030
1079,2021-01-16,10012,406.01,16,2021,2037
1080,2021-01-23,10012,384.41,23,2021,2044
1081,2021-01-30,10012,323.95,30,2021,2051
1082,2021-02-06,10012,241.88,37,2021,2058
1083,2021-02-13,10012,233.24,44,2021,2065
1084,2021-02-20,10012,198.69,51,2021,2072
1085,2021-02-27,10012,224.6,58,2021,2079
1086,2021-03-06,10012,198.69,65,2021,2086
1087,2021-03-13,10012,241.88,72,2021,2093
1088,2021-03-20,10012,315.31,79,2021,2100
1089,2021-03-27,10012,388.73,86,2021,2107
1090,2021-04-03,10012,276.43,93,2021,2114
1091,2021-04-10,10012,203.01,100,2021,2121
1092,2021-04-17,10012,224.6,107,2021,2128
1093,2021-04-24,10012,69.11,114,2021,2135
1094,2021-05-01,10012,77.75,121,2021,2142
1095,2021-05-08,10012,73.43,128,2021,2149
1096,2021-05-15,10012,17.28,135,2021,2156
1097,2021-05-22,10012,30.23,142,2021,2163
1098,2021-05-29,10012,4.32,149,2021,2170
1099,2021-06-05,10012,4.32,156,2021,2177
1100,2021-06-12,10012,8.64,163,2021,2184
1101,2021-06-19,10012,4.32,170,2021,2191
1102,2021-06-26,10012,4.32,177,2021,2198
1103,2021-07-03,10012,8.64,184,2021,2205
1104,2021-07-10,10012,51.83,191,2021,2212
1105,2021-07-17,10012,82.07,198,2021,2219
1106,2021-07-24,10012,120.94,205,2021,2226
1107,2021-07-31,10012,198.69,212,2021,2233
1108,2021-08-07,10012,220.28,219,2021,2240
1109,2021-08-14,10012,151.17,226,2021,2247
1110,2021-08-21,10012,142.54,233,2021,2254
1111,2021-08-28,10012,120.94,240,2021,2261
1112,2021-09-04,10012,129.58,247,2021,2268
1113,2021-09-11,10012,207.32,254,2021,2275
1114,2021-09-18,10012,211.64,261,2021,2282
1115,2021-09-25,10012,146.86,268,2021,2289
1116,2021-10-02,10012,125.26,275,2021,2296
